title	score	link	summary	published	tickers
Total объявила о выходе из совместного с НОВАТЭКом проекта «Арктик СПГ 2»	-0.6666666666666667	https://www.rbc.ru/business/17/03/2022/6232525b9a7947135eed9eb9	Компания Total прекратила инвестиции в проект «Арктик СПГ-2». В компании объяснили это решение санкциями ЕС, введенными 8 апреля	Thu, 28 Apr 2022 17:41:13 +0300	['NVTK']
The Verge узнал о жалобе сотрудников SpaceX на посты Маска в Twitter	-0.21428571428571425	https://www.rbc.ru/rbcfreenews/629b14c99a79477444376493	Сотрудники SpaceX написали письмо с жалобой на поведение основателя компании Илона Маска на публике, так как это негативно сказывается на репутации предприятия, пишет издание The Verge.	Fri, 17 Jun 2022 11:30:12 +0300	['TWTR']
The New York Times сообщила о визите двоих конгрессменов из США в Киев	0.23076923076923078	https://www.rbc.ru/politics/14/04/2022/6257a0539a79477e079ed073	Конгрессмены прибыли в Киев из Западной Украины на поезде. Они осмотрели соседние город Бучу и село Бородянка. О возможном визите в Киев официальных лиц США писала Politico, затем информацию подтвердил президент США Джо Байден	Fri, 15 Apr 2022 06:13:06 +0300	['NYT']
The Bell узнал о нежелании владельца Avito продавать компанию VK	0.08108108108108109	https://www.rbc.ru/society/06/10/2021/615dbaeb9a7947edad611b6c	По данным издания, VK предложил за покупку сервиса 65-80 млрд руб., в то время как нидерландская Prosus оценивает актив в 213 млрд руб. Кроме этого, владелец Avito полагает, что VK «тестно связан с государством»	Sat, 25 Jun 2022 16:47:03 +0300	['VKCO']
The Bell узнал о нежелании владельца Avito продавать его VK	-0.1538461538461538	https://www.rbc.ru/society/06/10/2021/615dbaeb9a7947edad611b6c	По данным издания, VK предложил за покупку сервиса 65–80 млрд руб., в то время как нидерландская Prosus оценивает актив в 213 млрд руб. Кроме этого, владелец Avito полагает, что VK «тесно связан с государством»	Sat, 25 Jun 2022 16:47:03 +0300	['VKCO']
The Bell узнал о намерении VK купить онлайн-школу Skyeng	0.7209302325581395	https://www.rbc.ru/technology_and_media/28/04/2022/626a59019a7947613354bb44	При этом акционеры Skyeng ведут переговоры и с другими крупными игроками рынка онлайн-образования, пишет издание	Tue, 12 Jul 2022 21:11:09 +0300	['VKCO']
"Siemens не выполняет ремонт двигателей для ""Северного потока"" - топ-менеджер ""Газпрома"""	-0.7142857142857142	https://www.finam.ru/analysis/newsitem/siemens-ne-vypolnyaet-remont-dvigateleiy-dlya-severnogo-potoka-top-menedzher-gazproma-20220727-163449/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns	"МОСКВА, 27 июл - РИА Новости/Прайм. Siemens не выполняет работы по ремонту неисправных двигателей для ""Северного потока"", сообщил зампред правления ""Газпрома"" Виталий Маркелов.
""Еще один вопрос связан с неисправными двигателями, которые находятся на компрессорной станции в состоянии вынужденного простоя из-за аварийных отказов. Компания Siemens не выполняет работ по устранению данных проблем"", - сказал он в эфире телеканала ""Россия 24"".
""Газпром"" 25 июля сообщил, что останавливает на компрессорной станции (КС) ""Портовая"" - критически важном объекте для ""Северного потока"" - эксплуатацию еще одного газотурбинного двигателя Siemens. Это связано с необходимостью отправить его на регламентный ремонт (в соответствии с предписанием Ростехнадзора и с учетом технического состояния двигателя). Теперь суточная производительность ""Портовой"" не превышает 33 миллиона кубометров в сутки.

Компания снизила поставки по магистрали с середины июня - сначала примерно до 60% от проектной мощности (не более 100 миллионов кубометров), а затем - до примерно 40% (не более 67 миллионов кубометров). Тогда ""Газпром"" объяснил это задержками в возврате газоперекачивающих агрегатов (ГПА) для магистрали из ремонта с канадского завода (Канада наложила на компанию санкции), выработкой у ГПА межремонтного ресурса и техническими неисправностями двигателей.
"	Wed, 27 Jul 2022 16:34:49 +0300	['GAZP']
Shell сообщила об утрате контроля над СП с «Газпромом» «Салым Петролеум»	-0.5294117647058822	https://www.rbc.ru/rbcfreenews/628dfc6c9a79472f77c20101	Англо-голландская Shell отстранилась от управления СП с «Газпром нефтью» — «Салым петролеум девелопмент» и обнулила стоимость актива, следует из отчета компании.	Thu, 28 Jul 2022 11:31:55 +0300	['GAZP']
Shell слила российское топливо // Компания продала ЛУКОЙЛу свои заправки в стране	-0.1333333333333333	https://www.kommersant.ru/doc/5348646	Shell, осудившая еще в марте действия России на Украине, продала ЛУКОЙЛу свой розничный бизнес из 411 АЗС в стране и завод смазочных материалов. Это первый крупный актив в РФ, от которого Shell удалось избавиться в рамках поэтапного выхода. По оценке аналитиков, благодаря сделке доля заправок ЛУКОЙЛа в ряде крупных регионов может превысить 30%. По мнению собеседников “Ъ”, сделка прошла с дисконтом к рыночной цене и не содержит условий обратного выкупа активов.	Thu, 12 May 2022 20:02:00 +0300	['LKOH']
Shell оценила расходы от продажи АЗС и завода ЛУКОЙЛу	-0.125	https://www.rbc.ru/business/28/07/2022/62e22ed09a79479419cb1510	Чистые расходы компании Shell от продажи сети АЗС и завода смазочных материалов в Торжке компании ЛУКОЙЛ составили $83 млн, сообщается в квартальном отчете британско-нидерландской компании.	Thu, 28 Jul 2022 10:54:27 +0300	['LKOH']
Shell отошла от управления СП с «Газпром нефтью» «Салым петролеум»	-0.28	https://www.rbc.ru/rbcfreenews/628dfc6c9a79472f77c20101	Англо-голландская Shell отстранилась от управления СП с «Газпром нефтью» — «Салым Петролеум Девелопмент» — и обнулила стоимость актива, следует из отчета компании.	Thu, 28 Jul 2022 11:31:55 +0300	['GAZP', 'SIBN']
Shell начала выводить сотрудников из совместных проектов с «Газпромом»	-0.5555555555555556	https://www.rbc.ru/business/08/03/2022/6227415e9a79470339ac23fd	Shell объявила о решении продать доли в совместных предприятиях с «Газпромом» в конце февраля. На минувшей неделе компания приступила к поэтапному выводу сотрудников из проектов	Wed, 20 Apr 2022 09:05:43 +0300	['GAZP']
Reuters узнал, что «Газпром» объявил форс-мажор по ряду поставок в Европу	-0.4482758620689655	https://www.rbc.ru/business/18/07/2022/62d551b19a79470b6e06ba5a	«Газпром» объявил о форс-мажорных обстоятельствах в отношении поставок газа в Европу как минимум одному крупному потребителю, со ссылкой на письмо компании сообщил Reuters.	Mon, 18 Jul 2022 15:33:58 +0300	['GAZP']
Reuters узнал об ответе главы Twitter на вопрос о будущем при Маске	0.2195121951219512	https://www.rbc.ru/business/24/04/2022/62659cf89a79473af9d11d53	Параг Агравал сообщил, что пока неизвестно, в каком направлении будет двигаться компания после того, как будет закрыта сделка с Маском. Он также заверил сотрудников, что увольнения не планируются	Tue, 26 Apr 2022 04:37:33 +0300	['TWTR']
Raytheon и Lockheed Martin заявили о проблемах с работниками и запчастями	-0.6190476190476191	https://www.rbc.ru/business/27/07/2022/62e09ea79a79470f381580f7	Два ведущих оборонных подрядчика США — компании Raytheon и Lockheed Martin — сообщили о проблемах с продажами из-за недостатка запчастей и рабочей силы, пишет Financial Times.	Wed, 27 Jul 2022 05:21:20 +0300	['LMT']
RWE подтвердила письмо от «Газпрома» о форс-мажоре	-0.0714285714285714	https://www.rbc.ru/business/01/07/2022/62bed96a9a79477b209b0753	Немецкая компания RWE получила от «Газпрома» письмо о форс-мажоре, сообщили РБК в ее пресс-службе.	Tue, 19 Jul 2022 14:08:23 +0300	['GAZP']
QIWI сообщила о приостановке пополнения балансов App Store и iTunes	-0.4545454545454546	https://www.rbc.ru/finances/05/04/2022/624af59d9a7947f4980f2366	Пополнить баланс App Store и iTunes с «QIWI Кошелька» нельзя из-за решения поставщика услуги. Речь идет не об Apple, о дистрибьюторе кодов для пополнения сервисов в России	Fri, 06 May 2022 13:41:45 +0300	['QIWI']
Polymetal предупредил об увеличении запаса слитков серебра на складах	0.5789473684210527	https://www.rbc.ru/business/07/03/2022/62260c869a7947c05926fbb3	Крупнейший в России производитель серебра Polymetal предупредил об увеличении числа серебряных слитков на своих складах. Компания не может их поставлять на основной рынок — в Европу — из-за западных санкций	Thu, 23 Jun 2022 13:45:01 +0300	['POLY']
Polymetal переделает золоторудный проект под оборудование из Китая	0.46341463414634143	https://www.rbc.ru/rbcfreenews/623da8219a794761b38c0443	Polymetal отложил строительство производства на крупном золоторудном проекте Ведуга в Красноярском крае на год-полтора, чтобы перепроектировать его под оборудование из Китая и России. Компания планировал вложить в него $447 млн	Mon, 25 Apr 2022 19:24:26 +0300	['POLY']
Polymetal казахстанской пробы // Компания может продать российские активы	-0.29411764705882354	https://www.kommersant.ru/doc/5470210	Polymetal первым из крупных российских промышленных холдингов рассматривает вариант разделения бизнеса из-за санкций. Компания, зарегистрированная на острове Джерси, может продать российские активы и сосредоточиться на развитии казахстанского бизнеса, на который сейчас приходится треть выручки. Такая сделка позволит Polymetal сохранить доступ к иностранным рынкам капитала. Российские активы, вероятно, отойдут крупнейшему акционеру холдинга, группе ИСТ.	Tue, 19 Jul 2022 21:14:00 +0300	['POLY']
Polymetal допустил продажу российских активов	-0.22222222222222227	https://www.rbc.ru/business/07/03/2022/62260c869a7947c05926fbb3	Главной целью возможной сделки в Polymetal назвали «восстановление акционерной стоимости компании за счет переоценки рынком активов в Казахстане до справедливой стоимости и снижения рисков текущей деятельности»	Tue, 19 Jul 2022 17:39:53 +0300	['POLY']
Politico узнала о предложении ЕС отключить МКБ и Россельхозбанк от SWIFT	-0.6190476190476191	https://www.rbc.ru/politics/03/05/2022/627148d09a7947bd31a36a4e	МКБ и Россельхозбанку грозит отключение от SWIFT, под новые санкции ЕС также может попасть Сбербанк, узнала Politico. В марте Евросоюз отключил от международной системы семь российских банков	Wed, 04 May 2022 08:59:45 +0300	['CBOM']
Philip Morris купит производителя зажигалок Cricket за $16 млрд	0.5	https://www.rbc.ru/business/10/05/2022/6279e6249a79471c724add38	Члены правления Swedish Match одобрили сделку, она может быть заключена до 30 сентября. Philip Morris выкупит акции компании по цене, почти на 40% превышающей рыночную	Wed, 11 May 2022 11:46:28 +0300	['PM']
Pfizer и Sanofi отказались поставлять вакцины России по старым ценам	-0.7142857142857142	https://www.rbc.ru/business/07/04/2022/624e9c539a7947a661e058dc	Госзаказчики не смогли закупить препарат от пневмококка и комбинированную вакцину: зарубежные компании и их российские партнеры отказались от аукционов. Поставки стали невыгодны из-за валютных колебаний и подорожания логистики	Mon, 23 May 2022 08:02:22 +0300	['PFE', 'SNY']
PGNiG сообщила о решении «Газпрома» остановить поставки газа Польше	-0.31034482758620685	https://www.rbc.ru/politics/26/04/2022/626828159a79472a532e8ad5	Польская энергетическая компания PGNiG получила письмо от «Газпрома», в котором говорится о полной приостановке поставок по Ямальскому контракту.	Tue, 26 Apr 2022 20:15:23 +0300	['GAZP']
OMV открыла рублевый счет в Газпромбанке и продолжила оплату газа в евро	0.588235294117647	https://www.rbc.ru/business/10/05/2022/627a36cf9a79473028aae389	В компании подчеркнули, что новая процедура оплаты российского газа не нарушает санкции. Прежде в OMV отрицали планы открыть рублевый счет	Fri, 20 May 2022 17:00:51 +0300	['GAZP']
Nokia уйдет из России	-0.5135135135135136	https://www.rbc.ru/business/12/04/2022/625517799a79471e76fdf7a6	Nokia уходит с российского рынка, заявил Reuters глава компании Пекка Лундмарк.	Tue, 12 Apr 2022 09:09:42 +0300	['NOK']
New York Post узнала о планах Маска вложить $10–15 млрд в покупку Twitter	0.6799999999999999	https://www.rbc.ru/business/16/04/2022/6259f7749a7947632b9bcafa	По данным издания, Маск пока не смог найти партнеров для финансирования заявки на покупку Twitter, поскольку некоторые потенциальные инвесторы сомневаются из-за «непредсказуемого поведения» предпринимателя	Wed, 20 Apr 2022 04:21:13 +0300	['TWTR']
New York Post узнала о планах Маска вложить $10-15 млрд в покупку Twitter	0.8378378378378379	https://www.rbc.ru/business/20/04/2022/625f5aba9a79475f2a9c5c5c	Американский бизнесмен Илон Маск готов инвестировать $10-15 млрд собственных средств на финансорование заявки стоимостью в $43 млрд по приобретению Twitter.	Wed, 20 Apr 2022 04:21:13 +0300	['TWTR']
New York Post узнала о желании Маска найти партнеров для покупки Twitter	0.6000000000000001	https://www.rbc.ru/business/14/04/2022/6257f64b9a7947a2677bd5af	По словам источников издания, из-за принятых советом директоров Twitter мер по защите от поглощения, Маск начал поиск потенциальных партнеров для совместного приобретения соцсети	Sat, 16 Apr 2022 02:14:33 +0300	['TWTR']
Netflix сообщил о потере подписчиков из-за ситуации вокруг Украины	-0.6744186046511629	https://www.rbc.ru/technology_and_media/07/03/2022/62251da49a7947899dd17b63	Стриминговый сервис Netflix потерял 200 тыс. подписчиков из-за инфляции и конкуренции на рынке. Еще 700 тыс. подписчиков сервис потерял из-за решения уйти из российского рынка	Wed, 20 Apr 2022 06:22:25 +0300	['NFLX']
Netflix снимет спин-офф «Очень странных дел» и новую «Тетрадь смерти»	0.27777777777777773	https://www.rbc.ru/rbcfreenews/625fa5729a7947735fe16b25	Американский стриминг-сервис Netflix объявил, что работает над спин-оффом сериала «Очень странные дела» (Stranger Things).	Thu, 07 Jul 2022 00:47:57 +0300	['NFLX']
Netflix потерял вдвое меньше платных подписчиков, чем прогнозировал	-0.17073170731707316	https://www.rbc.ru/rbcfreenews/623a91459a7947168a2ba322	Вопреки прогнозу в 2 млн пользователей сервис отчитался о потере 970 тыс. абонентов. Наибольший отток — 1,3 млн — зафиксирован в США и Канаде из-за подорожания подписки	Wed, 20 Jul 2022 03:30:01 +0300	['NFLX']
Netflix перестал открываться в России без VPN	-0.631578947368421	https://www.rbc.ru/rbcfreenews/625fa5729a7947735fe16b25	Сайт стриминг-сервиса в России открывается только с помощью VPN, однако пользователи в других странах также сообщают о проблемах с доступом. В начале марта Netflix приостановил деятельность в России	Fri, 27 May 2022 10:48:22 +0300	['NFLX']
Netflix объявил кастинг на реалити-шоу «Игра в кальмара»	0.6071428571428572	https://www.rbc.ru/rbcfreenews/61667feb9a79477257892875	Участниками шоу станут 456 человек. Они будут соревноваться за $4,56 млн, это самый большой единовременный денежный приз в истории реалити	Wed, 15 Jun 2022 00:12:16 +0300	['NFLX']
Netflix введет дешевый тариф с рекламой из-за падения числа подписчиков	0.35000000000000003	https://www.rbc.ru/business/18/04/2022/625d60149a7947b931d0287f	Netflix добавит более дешевый тариф для своего стримингового сервиса с рекламными вставками из-за падения числа платных подписчиков.	Wed, 20 Apr 2022 09:48:15 +0300	['NFLX']
Netflix анонсировал второй сезон «Игры в кальмара»	0.8518518518518519	https://www.rbc.ru/rbcfreenews/61667feb9a79477257892875	Компания Netflix анонсировала выход второго сезона южнокорейского сериала в жанре выживания «Игра в кальмара», выпустив 10-секундный ролик.	Mon, 13 Jun 2022 01:58:38 +0300	['NFLX']
NYT узнала о плане Маска увеличить доход Twitter в пять раз	0.4090909090909091	https://www.rbc.ru/business/07/05/2022/6275e52f9a7947bb85710bc1	Twitter за шесть лет к 2028 году нарастит свой годовой доход до $26,4 млрд, тогда как в прошлом году социальная сеть заработала $5 млрд, говорится в презентации бизнесмена Илона Маска для инвесторов, сообщила The New York Times.	Sat, 07 May 2022 06:32:19 +0300	['TWTR']
NYT узнала о переносе Apple выпуска VR-гарнитуры по техническим причинам	-0.1578947368421053	https://www.rbc.ru/technology_and_media/05/02/2022/61fe2d669a7947c141cdc34a	Apple с 2016 года активно работает над устройствами для дополненной реальности. Ранее выпустить VR-гарнитуру компании мешала недостаточная вычислительная мощность устройства, представить ее в этом году не даст проблема с батареей	Mon, 06 Jun 2022 17:06:59 +0300	['AAPL']
Moody's сообщило о дефолте России по евробондам	-0.5454545454545454	https://www.rbc.ru/economics/27/06/2022/62ba13f59a794752a21f8e7b	Россия допустила дефолт по внешним долговым обязательствам по мнению Moody's.	Mon, 27 Jun 2022 23:35:06 +0300	['MCO']
Moody's сообщило о дефолте Белоруссий по внешнему долгу	-0.411764705882353	https://www.rbc.ru/finances/27/05/2022/6290c41a9a7947389124b9e3	Минфин произвел купонные выплаты на $22,9 млн по еврооблигациям в белорусских рублях, что в международном рейтинговом агентстве расценили как неуплату долга	Fri, 15 Jul 2022 04:23:43 +0300	['MCO']
Moody's сообщило о дефолте Белоруссии по внешнему долгу	-0.8888888888888888	https://www.rbc.ru/finances/27/05/2022/6290c41a9a7947389124b9e3	Минфин произвел купонные выплаты на $22,9 млн по еврооблигациям в белорусских рублях, что в международном рейтинговом агентстве расценили как неуплату долга	Fri, 15 Jul 2022 04:23:43 +0300	['MCO']
Moody's предрек России дефолт при невыплате долларов инвесторам к 4 мая	-0.7037037037037037	https://www.rbc.ru/economics/11/04/2022/625351f39a794782999ff6fa	Агентство отметило, что выплата купонного дохода в рублях, которую Минфин провел 4 апреля, противоречит условиям контрактов. Moody's расценит ее как дефолт, если к концу льготного периода инвесторам не поступят выплаты в долларах	Fri, 15 Apr 2022 02:56:00 +0300	['MCO']
Moody's оценило последствия гипотетического конфликта России и НАТО	-0.3333333333333333	https://www.rbc.ru/politics/24/03/2022/62385ac29a794759afbb00c3	Агентство Moody's рассмотрело гипотетический сценарий конфликта между Россией и НАТО. Военная эскалация маловероятна, пишут эксперты, в том числе из-за суровых гуманитарных, политических и экономических последствий	Mon, 28 Mar 2022 20:24:06 +0300	['MCO']
Moody's оценило возможности криптовалют для России в условиях санкций	0.05882352941176472	https://www.rbc.ru/finances/21/02/2022/621335a49a794781070e6eda	Криптовалюты в условиях санкций неэффективны для России из-за ограниченного рынка и применения на биржах механизмов по отслеживанию платежей, считают в Moody's. Разрешить криптоактивы для внешней торговли просил российский бизнес	Fri, 06 May 2022 00:00:15 +0300	['MCO']
Moody's отозвало рейтинги России и ее регионов	-0.5151515151515151	https://www.rbc.ru/politics/24/03/2022/62385ac29a794759afbb00c3	Ранее об отзыве суверенного рейтинга России сообщило агентство Fitch, объяснив это санкциями Европейского союза	Thu, 31 Mar 2022 16:50:32 +0300	['MCO']
Moody's отозвал рейтинги России и ее регионов	-0.30000000000000004	https://www.rbc.ru/politics/24/03/2022/62385ac29a794759afbb00c3	Ранее об отзыве суверенного рейтинга России сообщило агентство Fitch, объяснив это санкциями Европейского союза	Thu, 31 Mar 2022 16:50:32 +0300	['MCO']
Moody's назвало семь рисков для экономик G20	-0.19999999999999996	https://www.rbc.ru/finances/25/05/2022/628e19d79a79473f0417e20e	Всего эксперты агентства насчитали семь главных рисков, которые угрожают развитию экономик стран «Большой двадцатки», однако украинский кризис по своим последствиям и угрозам они поместили на первое место	Thu, 26 May 2022 15:41:06 +0300	['MCO']
Mastercard потеряла $26 млн во 2 квартале от приостановки деятельности в России	-0.8620689655172413	https://www.finam.ru/analysis/newsitem/mastercard-poteryala-26-mln-vo-2-kvartale-ot-priostanovki-deyatelnosti-v-rossii-20220728-211757/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns	"МОСКВА, 28 июл - РИА Новости/Прайм. Международная платежная система Mastercard оценила потери во втором квартале в связи с приостановкой деятельности в России в 26 миллионов долларов, сообщила компания в финансовой отчетности.
""Убыток до налогообложения во втором квартале 2022 года в 26 миллионов долларов США был напрямую связан с введенными санкциями и приостановкой нашей деятельности в РФ"", - сообщила компания.
Общие потери составили 33 миллиона долларов, в основном за счет дополнительных расходов на сотрудников, что частично скомпенсировала прибыль в 6 миллионов долларов, уточняет компания.
В апреле компания отчиталась, что в связи с введенными санкциями и приостановкой деловых операций в России квартальный убыток от деятельности в РФ составил 4 миллиона долларов.
Masterсard Inc. - оператор одной из крупнейших платежных систем в мире. Международные системы Visa и Mastercard в начале марта сообщили, что приостанавливают операции в России.
*Сообщение носит информационный характер, не является индивидуальной инвестиционной рекомендацией или предложением приобрести упомянутые ценные бумаги. Приобретение иностранных ценных бумаг связано с дополнительными рисками"	Thu, 28 Jul 2022 21:17:57 +0300	['MA']
Lloyd's List узнал о продаже «Совкомфлотом» трети судов из-за санкций	-0.631578947368421	https://www.rbc.ru/business/04/05/2022/6272a63a9a7947317de3ea94	Издание утверждает, что один из мировых лидеров в морских перевозках энергоносителей продает танкеры, чтобы погасить имеющиеся западные кредиты	Thu, 05 May 2022 18:09:39 +0300	['FLOT']
Kraft Heinz продает свой бизнес по производству детского питания в России - газета	-0.2272727272727273	https://www.finam.ru/analysis/newsitem/kraft-heinz-prodaet-svoiy-biznes-po-proizvodstvu-detskogo-pitaniya-v-rossii-gazeta-20220729-083414/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns	"МОСКВА, 29 июл - РИА Новости. Американская компания Kraft Heinz продает свой бизнес по производству детского питания в России, пишет в пятницу газета Коммерсант со ссылкой на источники в инвесткругах и крупных производителях продуктов.
""По информации ""Ъ"", компания выставила на продажу свой бизнес по выпуску детского питания, включающий два завода мощностью 30 тысяч тонн продукции в год и локальные бренды, стоимость которого оценивается в 3 миллиарда рублей"", - говорится в материале газеты.
Газета уточняет, что на продажу, согласно ее данным, выставлены предприятия ""Хайнц-Георгиевск"" в Ставропольском крае, Ивановский комбинат детского питания и бренды ""Умница"" и ""Сами с усами"".
Kraft Heinz также владеет предприятием ""Петропродукт-Отрадное"" в Ленинградской области, этот бизнес концерн не продает, добавляет газета со ссылкой на источники в отрасли. Среди потенциальных покупателей источники издания называют ""family offices, также продажа обсуждалась с ГК ""Черноголовка"".
""По словам одного из собеседников ""Ъ"", Kraft Heinz оценивает российский бизнес детского питания в 2,5-3 миллиарда рублей. Управляющий директор управления инвестиционного бизнеса Россельхозбанка Илья Шумов отмечает, что это примерно соответствует балансовой стоимости собственного капитала ООО ""Хайнц-Георгиевск"" и ООО ""Ивановский комбинат детского питания"""", - добавляется в материале.
"	Fri, 29 Jul 2022 08:34:14 +0300	['KHC']
Kraft Heinz откашивает от России // Компания продает бизнес по производству детского питания	-0.48148148148148145	https://www.kommersant.ru/doc/5482348	Из-за кризиса, возникшего из-за военных действий РФ на Украине, американский производитель питания Kraft Heinz намерен сократить свое присутствие на российском рынке. По информации “Ъ”, компания выставила на продажу свой бизнес по выпуску детского питания, включающий два завода мощностью 30 тыс. тонн продукции в год и локальные бренды, стоимость которого оценивается в 3 млрд руб. Рынок детского питания пострадал в разгар пандемии, но интерес к активам должен быть высоким.	Fri, 29 Jul 2022 00:28:00 +0300	['KHC']
Johnson & Johnson приостановит поставки средств личной гигиены в Россию	-0.42105263157894735	https://www.rbc.ru/business/29/03/2022/6243055b9a794774600e9af0	Американская компания Johnson & Johnson решила приостановить поставки средств личной гигиены в Россию.	Tue, 29 Mar 2022 16:11:53 +0300	['JNJ']
JPMorgan предупредил об «опасной близости» экономики США к рецессии	-0.31034482758620685	https://www.rbc.ru/economics/01/07/2022/62be36509a7947437cce6bf2	Аналитики JPMorgan Chase & Co. ухудшили прогноз по росту экономики США, сообщает Bloomberg.	Sat, 02 Jul 2022 01:50:54 +0300	['JPM']
IBM объявила о прекращении работы в России	-0.5151515151515151	https://www.rbc.ru/business/07/06/2022/629f36099a79471284154818	Материал дополняется.	Tue, 07 Jun 2022 14:28:36 +0300	['IBM']
Handelsblatt узнал об угрозе национализации дочки «Газпрома» в ФРГ	-0.375	https://www.rbc.ru/politics/01/04/2022/62462a269a79471993eefecd	Минэкономики Германии прорабатывает сценарии на случай прекращения поставок энергоносителей из России.	Fri, 01 Apr 2022 01:29:27 +0300	['GAZP']
Halliburton свернет ряд контрактов в России к середине мая	-0.853658536585366	https://www.rbc.ru/business/23/04/2022/62636f519a7947430d0e54b4	Американская нефтесервисная корпорация Halliburton из-за американских и европейских санкций свернет ряд контрактов в России к 15 мая, сообщает Bloomberg со ссылкой на заявление компании.	Sat, 23 Apr 2022 06:29:02 +0300	['HAL']
Forbes узнал, что VK и «Сбер» обсуждают раздел активов СП для продажи	0.2432432432432432	https://www.rbc.ru/rbcfreenews/6273304e9a79475222dd3a30	Активы «О2О» не вписываются в стратегию развития VK, которая фокусируется на соцсетях и мессенджерах, сообщил источник Forbes. Компании может достаться Delivery Club, который затем могут обменять на «Новости» и «Дзен»	Thu, 07 Jul 2022 17:11:28 +0300	['VKCO']
Forbes узнал о планах VK заменить Booking и Airbnb	0.4666666666666666	https://www.rbc.ru/business/04/07/2022/62c298489a7947613c5823d7	VK рассматривает покупку краснодарского сервиса Tvil.ru и ульяновского сервиса «Суточно.ру» и планирует выйти на российский рынок онлайн-бронирования жилья, пишет издание	Mon, 04 Jul 2022 11:15:21 +0300	['BKNG', 'VKCO']
Forbes назвал претендентов на покупку «Кухни на районе» у VK и «Сбера»	0.641025641025641	https://www.rbc.ru/business/19/04/2022/625eef5a9a794746c318555f	В числе потенциальных покупателей «Кухни на районе» — петербургские сервисы «2 Берега» и «Dostaевский». В конце марта источники РБК сообщали, что VK и «Сбер» рассматривают продажу сервиса в том числе «Яндексу»	Wed, 20 Apr 2022 13:08:01 +0300	['VKCO']
FT узнала об интересе Экспобанка и «РЕСО-Гарантии» к активам Citigroup	0.5897435897435896	https://www.rbc.ru/finances/30/06/2022/62bce90c9a794750d28f535e	Ранее американская компания заявляла об ускорении темпов выхода с росийского рынка. При этом, отмечает Financial Times, Citi все же может сохранить лицензию на работу в России и присуствие в стране в каком-либо виде	Fri, 01 Jul 2022 16:56:09 +0300	['C']
FT узнала о планах ЕС предъявить Apple новое антимонопольное обвинение	-0.4285714285714286	https://www.rbc.ru/finances/29/03/2022/62417cb39a7947ddc591f7b5	На следующей неделе Евросоюз предъявит Apple обвинение в нарушении антимонопольного законодательства, сообщает Financial Times со ссылкой на четыре источника.	Fri, 29 Apr 2022 04:10:18 +0300	['AAPL']
Eni начала процедуру открытия счетов в Газпромбанке	0.4615384615384615	https://www.rbc.ru/business/17/05/2022/6283aadb9a794705cc4ac991	При этом итальянская компания отказалась по просьбе «Газпром экспорта» внести поправки в действующие контракты между сторонами	Tue, 17 May 2022 17:20:32 +0300	['GAZP']
Enel продаст долю в российской «дочке» ЛУКОЙЛу и «Газпромбанк-Фрезия»	0.0625	https://www.rbc.ru/rbcfreenews/628dfc6c9a79472f77c20101	Enel — крупнейший акционер (56,43%) «Энел Россия», которую итальянская компания продаст за €137 млн. Если сделку одобрит ФАС, транзакция может завершиться уже к третьему кварталу	Thu, 16 Jun 2022 21:04:47 +0300	['LKOH', 'GAZP']
Economist сообщил о прекращении работы IBM в России	-0.6923076923076923	https://www.rbc.ru/business/06/04/2022/624cec739a7947125d17938a	До этого компания приостановила в стране коммерческую активность и прекратила продажу программного обеспечения и сотрудничество с российскими оборонными предприятиями	Tue, 07 Jun 2022 14:28:36 +0300	['IBM']
Citi и JPMorgan прекратят корреспондентские отношения с банками России	-0.5652173913043479	https://www.rbc.ru/finances/06/05/2022/62755de19a79479da85d3bcf	Исключение Citi и JPMorgan могут сделать только для Газпромбанка и структуры Московской биржи — Национального клирингового центра, пишет Frank Media	Fri, 29 Jul 2022 19:37:35 +0300	['JPM']
Citi и JPMorgan закрывают корреспондентские счета российских банков	-0.6585365853658536	https://www.vedomosti.ru/finance/news/2022/07/29/933740-citi-i-jpmorgan-zakrivayut		Fri, 29 Jul 2022 20:37:57 +0300	['JPM']
Cisco решила уйти из России и Белоруссии	-0.631578947368421	https://www.rbc.ru/technology_and_media/23/06/2022/62b473de9a79473038491339	Американский производитель сетевого оборудования Cisco принял решение свернуть бизнес в России и Белоруссии, сообщили Reurers в компании.	Thu, 23 Jun 2022 17:10:01 +0300	['CSCO']
CNBC узнал, что в Белом доме опасаются возвращения Трампа в Twitter	-0.17948717948717952	https://www.rbc.ru/technology_and_media/21/10/2021/6170c7929a79478f6f8fa68e	Чиновники из администрации Джо Байдена опасаются возврадщения Дональда Трампа и его сторонников в Twitter после покупки социальной сети Илоном Маском, рассказали собеседники CNBC. Сам Трамп ранее заявил, что делать это не намерен	Tue, 26 Apr 2022 10:30:06 +0300	['TWTR']
CNBC узнал о планах Маска побыть гендиректором Twitter несколько месяцев	0.4375	https://www.rbc.ru/technology_and_media/27/04/2022/6268bb829a79474eaffb9acf	Возглавить компанию Маск может после завершения сделки по ее покупке, ожидается, что это произойдет до конца года. Сейчас пост гендиректора занимает Параг Агравал	Thu, 05 May 2022 19:32:18 +0300	['TWTR']
